IND,PHI,CLE,TEN,TB,BUF,KC,BAL,LAC,CAR,GB,NE,SF,SEA,CHI,ARI,NYJ,JAX,WAS,NO,PIT,DAL,NYG,DET,DEN,LA,CIN,MIN,MIA,LV,ATL,HOU
0.18720430871311755,0.15139959870424463,0.1259154159470428,0.11245713253749505,0.1119844148661256,0.0993639930045732,0.09254000498954418,0.08165123116208939,0.07561151101935153,0.07154236133761009,0.07107290551181124,0.06618408489845251,0.060077230684987694,0.058851108846452574,0.05261325115287038,0.05187150912268835,0.05147350262105342,0.037580246376003296,0.03131613899823325,0.02486685034665742,0.02018415026545546,0.010785933637040043,0.009180271598903292,-0.005466254331316228,-0.01174457376970503,-0.016536956775064657,-0.02076308029313184,-0.03036727414768281,-0.049147149787483094,-0.08725244371392847,-0.09220925985165904,-0.09291611503771724
