NE,BUF,ARI,TB,DAL,LA,GB,KC,IND,SF,LAC,NO,DEN,TEN,PHI,MIN,CIN,BAL,SEA,CAR,CLE,NYG,WAS,PIT,MIA,LV,CHI,ATL,DET,JAX,NYJ,HOU
0.15810315950729426,0.1544660765790217,0.1273789464302324,0.10687440244475693,0.09886414052147377,0.08947389840597487,0.08080844539842327,0.07482359369239291,0.06152695757343225,0.046642715088711484,0.032681518273711276,0.03225901492640122,0.025813312095848806,0.025725941179072273,0.019159473362536535,0.01676409704554996,0.015638875088042112,0.0032361713618347734,-0.005531842500013921,-0.007076059957332487,-0.007974087477070534,-0.04371785386571573,-0.04864543600285094,-0.05056598246964831,-0.07832364545002188,-0.08436297741345371,-0.09822893629990048,-0.13648020342995815,-0.14676081299494417,-0.1507563130326935,-0.1585232931661943,-0.16093743549842265
