LA,JAX,TEN,KC,BUF,MIN,IND,LV,DEN,TB,BAL,SEA,WAS,NE,DAL,DET,NYJ,CAR,PIT,MIA,GB,NYG,LAC,CHI,PHI,ATL,ARI,CIN,NO,SF,CLE
0.23592713466357862,0.11212478808595411,0.09174447132921254,0.07954484847357043,0.07605004900880072,0.06421884154824467,0.060013875851146224,0.055773646621288045,0.04372605763013685,0.04365898671474458,0.03885291457037482,0.02691566818125235,0.0247089920658409,0.020053252185003687,0.01811207176542855,0.012173629045631185,0.011232953955504447,0.005538645679649082,0.0005808357386895731,-0.002244497011827041,-0.0060450960478399055,-0.012414183323136183,-0.01268238413404709,-0.027746410401669305,-0.07421004220450222,-0.08903411084548271,-0.1056617917584433,-0.10893292677984215,-0.11010686895117519,-0.14059935007266186,-0.14333542580321282
