LA,IND,CAR,MIN,TEN,WAS,LV,GB,SEA,JAX,DEN,KC,NYG,NYJ,BUF,DET,LAC,NE,MIA,DAL,PIT,CHI,ATL,BAL,NO,SF,TB,CLE,CIN,ARI,PHI
0.1640036342492475,0.09366411269784522,0.08388046552472433,0.079075331115041,0.05831226183048785,0.05735289068323615,0.040580144440376664,0.03542259389749,0.03286367969006835,0.02993596186768273,0.022223039151733744,0.016207342288620794,0.005014159301872507,0.002410249004768529,0.0013083672298643198,-0.012192809237604225,-0.01367751355214936,-0.018828842580461844,-0.0412183502705324,-0.04751513675239602,-0.048415066386904584,-0.050424831336473526,-0.05591003114628117,-0.06830271204402671,-0.07527281562399579,-0.07609230163236237,-0.07814065495110484,-0.08509864340966317,-0.09260651809461706,-0.09767206664828856,-0.145452437568046
