Team,Spread
Lions,+5.5
Bills,-5.5
Packers,-3.5
Jets,+3.5
Vikings,+4.5
Bears,-4.5
Steelers,+5.5
Patriots,-5.5
Panthers,-2.5
Falcons,+2.5
Browns,+8.5
Buccaneers,-8.5
Bengals,+2.5
Texans,-2.5
Saints,+7.5
Ravens,-7.5
Eagles,-7
Titans,+7
Raiders,+6.5
Chargers,-6.5
Jaguars,+2.5
Broncos,-2.5
Commanders,+4.5
Cowboys,-4.5
Seahawks,-3.5
Cardinals,+3.5
Dolphins,+13.5
49ers,-13.5
Colts,+6.5
Chiefs,-6.5
Giants,+7
Rams,-7
