IND,LA,DET,SEA,KC,HOU,GB,JAX,TB,ARI,PHI,SF,DAL,NE,DEN,BUF,ATL,WAS,PIT,MIN,LAC,BAL,NYG,CHI,CAR,CLE,CIN,NO,NYJ,TEN,MIA,LV
0.15794546917613494,0.1365027690261618,0.1188763433913872,0.11710906381990935,0.08045750923715958,0.079761403374051,0.06364652909933957,0.053094570141355574,0.048621522797072006,0.040571554542116486,0.03671741926387368,0.031453338322237345,0.02834539842486579,0.012987486118474554,0.011493116748924843,0.01081485797156656,0.01080425091664626,0.008653362074200255,0.007289924061215758,0.0001589795648772735,-0.01174261539078511,-0.025823371340861788,-0.03656564001972165,-0.039252440605361726,-0.046718728730531615,-0.0816658059711679,-0.08922609500283116,-0.09282938452102388,-0.12352798689855239,-0.16815872154429218,-0.16963825250178954,-0.17079431234182504
