HOU,LA,CLE,SEA,DET,MIN,ATL,DEN,ARI,JAX,CAR,TB,NO,LAC,PHI,CHI,SF,GB,WAS,LV,IND,NE,NYG,KC,NYJ,TEN,CIN,BUF,PIT,BAL,DAL,MIA
0.154777407713924,0.132238259144213,0.11038825438134137,0.08822726405249741,0.07769939486946487,0.07162150471963903,0.06621832851968137,0.04947904062688215,0.0420721597517134,0.04065355384120854,0.038764462081579416,0.03575857844826793,0.03197617232554316,0.026390463739466893,0.02412220821537394,0.02015021962189921,0.01060349592507933,0.006789103769153551,0.001182383233551812,-9.034845063667779e-05,-0.0010979432790821399,-0.0037784171670208217,-0.006711983179451424,-0.011748458882529561,-0.022285230939929512,-0.026864825912770965,-0.0443023022274186,-0.05486937191106876,-0.07138509913054414,-0.07322012967858674,-0.08269513130674867,-0.12927463325228117
