IND,DAL,SEA,KC,PIT,NE,DET,GB,SF,LA,BAL,BUF,PHI,ARI,WAS,TB,JAX,NYG,DEN,LAC,MIA,CIN,MIN,CHI,ATL,NYJ,HOU,LV,CAR,TEN,NO,CLE
0.14461713540836418,0.11372577843719395,0.10301894919861616,0.07362963618436127,0.07018459073045638,0.06509495230476817,0.055390436824411,0.046578692872380006,0.046035732963244286,0.04535138727488411,0.03974404567506534,0.021686453168603653,0.005782959618307226,-0.027133284419483247,-0.031856215838020466,-0.035773342065312665,-0.045539588001248035,-0.05761966010236823,-0.07366849401163048,-0.07588117735870265,-0.09393703168907457,-0.09422914919978312,-0.09864284581363114,-0.10774628386412559,-0.11231793875670604,-0.12840689899815222,-0.14078987134080934,-0.1548124560719245,-0.17531202320676953,-0.19457256277973045,-0.19991421801597037,-0.279220876646321
