IND,DAL,KC,PIT,BUF,GB,BAL,DET,SEA,SF,NE,TB,PHI,JAX,WAS,LA,ARI,NYG,DEN,LAC,MIA,CIN,ATL,CHI,MIN,HOU,CAR,NYJ,NO,TEN,LV,CLE
0.15904341245521708,0.11104052973161446,0.09220596811968915,0.0786750231917599,0.06568422988263532,0.05685742533018602,0.04739675833772495,0.04117694852192232,0.02888179976741194,0.02084984239715802,0.016765903285495376,0.012862944348804074,0.01259521104849974,0.012441016300147028,0.007470978840648443,0.0042645098819487914,-0.0015006052095969113,-0.029853656840270228,-0.03798592387795731,-0.038133079130252004,-0.04036361924950839,-0.04492379277541256,-0.055414077603035114,-0.059402660227260935,-0.07146252515476176,-0.07501600433987302,-0.08548319081211103,-0.10124275595862288,-0.12480555684656704,-0.1412938956315212,-0.17070396389118836,-0.19205406035250927
