BAL,LA,NE,BUF,TB,DEN,PHI,NO,GB,TEN,CLE,DAL,CAR,SF,MIA,CHI,PIT,MIN,DET,ATL,KC,LV,HOU,IND,NYJ,NYG,SEA,WAS,JAX,CIN,ARI,LAC
0.16163045855133717,0.132627127743754,0.12303470416642276,0.08184318165136345,0.07269687297825257,0.06016002065765327,0.059294858453012717,0.04632057607320941,0.03250999668087669,0.022039884828347546,0.02131774492915265,0.019560791054249554,0.018926365412923512,0.01865072620231926,0.014251398668787548,0.011958458349672282,0.011159212605446497,0.0060635791077106455,0.003593079360840211,0.0023777844343747384,-0.009822465113462624,-0.011027300914057597,-0.01235685332655384,-0.020186226297063348,-0.02380649258217911,-0.03237979114751957,-0.05006645220807957,-0.0672265651527547,-0.08296124260281998,-0.09414099029187417,-0.1126938365203067,-0.1329449056461268
