PHI,ATL,LAC,KC,MIN,DEN,GB,LV,CHI,SEA,CIN,IND,WAS,SF,JAX,HOU,MIA,BAL,LA,BUF,DAL,NYJ,CAR,TEN,NO,TB,NE,CLE,NYG,ARI,PIT,DET
0.18558163464912447,0.16438231751506363,0.16343689157732627,0.16093445951450863,0.13957509419210906,0.13895205258644416,0.12233787423539352,0.10484662583640297,0.09958281620772809,0.09160939475429411,0.08277846624356117,0.07885602469969193,0.07691808051383568,0.06847508268588658,0.06715916273677511,0.0578127037617438,0.05265642122962198,0.04931288752934611,0.0436559125160733,0.027341376821166385,0.024621710460692975,0.024398975867759548,0.015656554963210167,0.01018244755854067,0.009152967761542369,-0.004168326070707468,-0.009488245589459876,-0.013075580630399194,-0.02519682629896075,-0.04975485857317061,-0.06233542096070846,-0.06441477030321377
