JAX,MIA,DET,BAL,PIT,DAL,DEN,TB,SEA,CAR,GB,TEN,BUF,CHI,NYG,NO,ARI,SF,NE,ATL,HOU,NYJ,CLE,LA,MIN,PHI,WAS,LAC,KC,LV,IND,CIN
0.057488238767194444,0.05413597293346241,0.0405644341895119,0.038723103999175806,0.03354076456557101,0.008332561563449109,0.007854052626054306,-0.006850581582269311,-0.024005370476685037,-0.026645466671055038,-0.031235089718677823,-0.03652959676732735,-0.0430022303446069,-0.043172743672374246,-0.04389144775007721,-0.05358386130683826,-0.053649220115149394,-0.0740937418945169,-0.08278365991037814,-0.08672297776370785,-0.09181659643650389,-0.0926624991950542,-0.10234244543634285,-0.10286324944433917,-0.11411741463818412,-0.11456463560938894,-0.1254176528665226,-0.1330098598882482,-0.1341124842110882,-0.13618713252770182,-0.14263192501264782,-0.14431485824003573
