IND,TEN,KC,SEA,GB,CIN,MIN,NE,LA,CAR,SF,NYJ,NO,WAS,PHI,TB,JAX,PIT,DAL,CLE,DEN,MIA,BAL,LAC,HOU,LV,ARI,BUF,NYG,DET,CHI,ATL
0.2252216082628862,0.15470420008871966,0.14471771235927078,0.10949083392049877,0.08560041479475489,0.074030713278273,0.07042769400479937,0.05494663584461863,0.03528528682596823,0.029830560277460602,0.026329695516904124,0.023578151217458113,0.014618328375193116,-0.008455389054753027,-0.00972900089791451,-0.021371684084612427,-0.029716183568140535,-0.030876779538321783,-0.03373327818323434,-0.03425749654702568,-0.034909479759623996,-0.03915746558788589,-0.06882257420050797,-0.0691667504996086,-0.0710287580568807,-0.07501722013474306,-0.09055859006892147,-0.09137085028075538,-0.09257673466154548,-0.09839107140729426,-0.12100705402943654,-0.19529853417370605
