IND,KC,SEA,TEN,GB,MIN,CIN,PHI,LA,SF,NE,DEN,NYJ,WAS,CAR,NO,LAC,JAX,MIA,TB,LV,DAL,CLE,HOU,BAL,PIT,CHI,BUF,NYG,ATL,ARI,DET
0.1766789041207052,0.15053013774713067,0.10510790791893322,0.09786905021138614,0.09490045478471053,0.09430556316150406,0.07714385434628607,0.057160200285938566,0.043515523669285995,0.0386464663697207,0.032592042069122765,0.03047831108031877,0.024924220946006943,0.021900763748757178,0.019654272743234082,0.013732750249323215,0.009870547203538246,0.004370661650033636,-0.00895901313809145,-0.011242116950332615,-0.013683795080564672,-0.014265776279756087,-0.023934406702637648,-0.02640100621642777,-0.02959962951107724,-0.03899119189250977,-0.044612901498243505,-0.04944511286761598,-0.06549334021435677,-0.06903046962948013,-0.07436958971384505,-0.08302951790590327
