IND,GB,KC,LA,TEN,BAL,NE,DEN,SEA,MIN,PHI,TB,NO,SF,CAR,MIA,DAL,BUF,PIT,NYJ,JAX,CIN,CLE,CHI,HOU,WAS,LV,DET,ATL,NYG,LAC,ARI
0.11336550434588064,0.10499937001190873,0.0978238570759991,0.09470625309235395,0.09306517165946109,0.08813744742994102,0.08542417701174043,0.0682461384403728,0.0613622804231218,0.05816565998172559,0.05552679657316781,0.03274413034342038,0.024754949708102658,0.02374646060090876,0.021380331297751905,0.01758747710359449,-0.000859352121366716,-0.011842117405644795,-0.01868597407775722,-0.01976934927172779,-0.029344509977899287,-0.03348845240791659,-0.0452112165378504,-0.05132396787742836,-0.06222808853966579,-0.06474524476652932,-0.06715075461436562,-0.06901973476956907,-0.09681364092113867,-0.1022134039053795,-0.12015504758657969,-0.16143573549887402
