KC,BUF,DET,CIN,JAX,MIA,SF,MIN,SEA,PHI,DAL,NYG,LV,TB,BAL,GB,NO,CLE,TEN,PIT,ATL,LAC,WAS,NYJ,ARI,IND,CHI,NE,DEN,LA,HOU,CAR
0.18316817714260825,0.14464060252589245,0.11853038109605156,0.10336099704061856,0.09292753981091635,0.09178955124086323,0.08604925171247962,0.05865075948576271,0.05501521647994108,0.028291253106222335,0.0246566193738512,0.02209186945980203,0.017661454368615343,0.009701239679940379,0.006124767210529427,-0.004515312557154108,-0.005354899360016946,-0.006699116030539545,-0.013941942957697729,-0.02991324975112778,-0.03279403110721201,-0.04759636900649203,-0.04934484109552535,-0.055147992932787354,-0.06619973949245077,-0.07549612898539552,-0.07796172847289623,-0.08016490855289055,-0.08410894749858816,-0.09008231072705467,-0.09426555711356306,-0.10227991397196881
