NE,NYJ,SF,DAL,PHI,DEN,BUF,CLE,LAC,CIN,IND,TB,HOU,CAR,TEN,DET,GB,WAS,NO,BAL,LV,ARI,NYG,MIA,MIN,SEA,JAX,KC,PIT,LA,ATL,CHI
0.09887301898517314,0.09594624702639384,0.08531927334028704,0.07742556332558259,0.06692370220596523,0.052448770513291915,0.04259644305450551,0.03803191554404208,0.03400294737477137,0.02777952059382758,0.014855539067134407,0.009772339145085423,0.00976596097683397,-0.003807757945326933,-0.009401781274122292,-0.01161191040649641,-0.011688967466573339,-0.01486054773824899,-0.01613339615694365,-0.0208229559196391,-0.030373134163261692,-0.031740130017507216,-0.03813338984636464,-0.03941565737015824,-0.04199504210611173,-0.05316837466955118,-0.053543307795967277,-0.07860171808769159,-0.07884854383063718,-0.08548024229097731,-0.0990297716689641,-0.1042493977833858
