KC,BUF,PHI,CIN,MIA,JAX,DET,BAL,SF,SEA,NYG,DAL,CLE,LV,ATL,MIN,GB,CHI,PIT,NO,LAC,TEN,WAS,NYJ,ARI,TB,CAR,NE,DEN,LA,IND,HOU
0.1596404353491891,0.11046423241594397,0.08465339152264716,0.07082973769765455,0.06783630390338417,0.06038413771426043,0.054175407816776,0.04825133660922128,0.04655776560681833,0.04564778083814642,0.0446600278367052,0.038260366644674665,0.033314274949353656,0.02981874624197252,0.023546623720882398,0.02320839482855201,0.019308920293901764,0.01878642661743369,-0.0001780925409062585,-0.022606869989542644,-0.025357157070662134,-0.02859240525859888,-0.032189021446470976,-0.033363635846054535,-0.03482258391897027,-0.03559314306853467,-0.044284135091456,-0.0527306120306012,-0.0749101559601571,-0.07561080955078413,-0.08822234255349744,-0.1010114705901263
