PHI,CHI,BAL,CLE,ATL,KC,NYG,GB,DAL,CAR,PIT,LV,BUF,ARI,LAC,SEA,NYJ,MIA,NE,WAS,CIN,JAX,SF,LA,TEN,DEN,NO,DET,MIN,HOU,IND,TB
0.1873025618972195,0.1418598627147799,0.12312277536899832,0.11513388047230398,0.11437709932755095,0.10889729749210583,0.09271002417059204,0.07310645948344849,0.07127032093578808,0.07052681288125257,0.06718056220380265,0.06516543731419609,0.051749625927760404,0.04374614632699922,0.03244749090488559,0.023224248617164298,0.02314767851456437,0.013881252344010685,0.010564402568971863,0.006543934788751975,0.006355422556432372,0.002379423629903135,-0.007210358805203994,-0.03800567970920168,-0.04247466930053805,-0.04635592996349665,-0.050417694070681085,-0.05744149250189941,-0.06805871385856357,-0.10834310658670829,-0.1101294739524798,-0.1681111030207344
