BUF,SF,PHI,DAL,KC,CIN,BAL,MIA,NYJ,NE,JAX,LV,DET,CLE,MIN,SEA,NYG,WAS,GB,TB,TEN,LAC,DEN,PIT,NO,CHI,CAR,ATL,IND,ARI,HOU,LA
0.1428670913493501,0.11707839639257099,0.10667261826490872,0.09163979782786572,0.08503219044201105,0.08122023551783847,0.04394013499811768,0.0307195458160505,0.029761608579687418,0.02907136021355472,0.023980853268335878,0.0217918979678394,0.014600737226526737,0.009241695997195723,-0.009983695308208178,-0.012525837928246374,-0.014408344979255291,-0.02099324321201083,-0.024769830224861795,-0.03074334096857157,-0.031754206794756795,-0.035151272248543704,-0.03964701973453322,-0.042006346707129064,-0.04403283210927866,-0.046900147587511605,-0.04750517143052248,-0.04836290057161219,-0.06307683131383765,-0.08377138916411936,-0.08432792976573494,-0.1407688071803359
