NE,GB,LAC,PIT,BAL,ATL,NYJ,CHI,NYG,NO,LV,IND,PHI,TB,TEN,DET,LA,KC,HOU,CIN,DAL,CLE,WAS,MIN,SF,JAX,MIA,SEA,DEN,BUF,CAR,ARI
0.1808935586482462,0.1709313573938163,0.12273364060279134,0.08442315623770066,0.08433374077272571,0.06562245988402005,0.06328933538182653,0.049918592086986874,0.049347683220913784,0.04893026809667893,0.047774059455903156,0.04336866808812851,0.028913192055001084,0.012393906291905017,0.011744596812234255,0.00958678361650705,0.0004472056306003211,-0.004784719300518348,-0.013178430468500868,-0.025437921846843105,-0.030739540662352377,-0.0520671690608234,-0.0520870626087991,-0.05957732508838727,-0.06185462121191833,-0.06548919296762673,-0.0687561764927223,-0.07575562633321117,-0.09004954743726422,-0.09230570558467682,-0.17028035787904272,-0.1749798423330202
