NE,LAC,GB,ATL,BAL,IND,PIT,TB,HOU,NO,CIN,LV,DEN,NYJ,TEN,NYG,DET,DAL,SEA,KC,PHI,JAX,CLE,MIA,LA,SF,CHI,BUF,WAS,MIN,ARI,CAR
0.13558341445997463,0.13077680917552378,0.10353377149421303,0.08310449757959892,0.040967042234978046,0.04076604267080017,0.031519298049862254,0.026669015717572034,0.01840646919073008,0.011234000600566216,0.003663224624574052,0.003083215257575246,0.0005550372493113714,-0.010006263944840582,-0.018104686361971975,-0.018109994713184925,-0.02964980556432715,-0.0394151029840812,-0.050261922109412153,-0.053520000984085644,-0.05649847393775264,-0.05781175801537909,-0.07434430662502166,-0.08420847150999215,-0.09381137015871427,-0.10148742900562881,-0.10500378789062038,-0.1135164932336536,-0.12361698509568873,-0.1475468191213593,-0.22625790248750244,-0.22770725247439214
