CHI,GB,NYG,LA,BAL,WAS,DET,NE,PIT,NO,TEN,LAC,KC,NYJ,ATL,MIN,CAR,CLE,CIN,PHI,IND,BUF,TB,LV,SF,MIA,ARI,SEA,DAL,HOU,JAX,DEN
0.13837610595278946,0.1254041521114697,0.12388922765217006,0.11627221041465166,0.0904559572209397,0.07422550915048588,0.07109670343918843,0.07092655067677156,0.06314767671695676,0.054981930249761606,0.053276041055173085,0.05304069793085052,0.05219468376991806,0.04197739271420846,0.035549227393372296,0.029724045345399585,0.02810771162536311,0.02760485168593125,0.027565011559903096,0.024289705358657827,0.024121181334742114,0.02364898215494135,0.017543447547344854,0.01603229127055534,-0.006123792029859548,-0.011934818731748502,-0.021459494451542827,-0.031950499928686135,-0.04947176055867503,-0.07400002618990048,-0.07634232740659125,-0.08872675982343337
