NE,GB,LAC,HOU,ATL,IND,LV,TB,PIT,PHI,BAL,NYJ,NO,JAX,DEN,DAL,DET,CIN,KC,NYG,SEA,TEN,CLE,CHI,SF,MIA,BUF,LA,WAS,MIN,ARI,CAR
0.1625867785453346,0.10903429978011625,0.09562505092147874,0.07428921537031094,0.07164814129040145,0.06306678771347109,0.06092196513714755,0.05054653322303591,0.046742516671420334,0.04081277878221993,0.03678619180098254,0.03336939854016932,0.0312542828096347,0.025268898818649,0.010565314726513753,0.005576149141569002,0.005275944580010385,0.0034895020887624126,-0.0036250935176144776,-0.010683711106000901,-0.013014037684786879,-0.01810721070798138,-0.03296067509179876,-0.04352902319657935,-0.04477729700450423,-0.04705383098122676,-0.057287061940250836,-0.058882687140016786,-0.06885058325713185,-0.07867499905562571,-0.1404915400391288,-0.1628738248857641
