PHI,NE,JAX,HOU,LV,NYJ,GB,KC,TB,DAL,PIT,IND,CHI,DET,SF,MIN,CLE,ATL,BUF,BAL,SEA,LAC,ARI,WAS,NO,MIA,NYG,DEN,LA,CIN,TEN,CAR
0.23435535447071348,0.2278125917937136,0.1864872898527613,0.1836775063732976,0.18120781759790544,0.13159846598911054,0.1262442067469815,0.10679186022988568,0.10676333746719693,0.09283433076833511,0.09044598358860195,0.08147804769278362,0.07999594814554101,0.0641637293327029,0.06353427545167573,0.06212765432163721,0.059322322698179816,0.05770753641512376,0.05725544140658066,0.05462750722367832,0.048919359708354135,0.03697264276423694,0.03623891630446047,0.03530357056203981,0.03461726984114884,0.03123509091425286,0.02205566703621961,0.0072701065282140265,0.006683349795940763,-0.003887199352107046,-0.017258690016559927,-0.028028208786408187
