LV,MIN,CHI,DAL,SEA,PIT,DET,MIA,BUF,NO,TB,LAC,TEN,ATL,SF,CIN,DEN,GB,ARI,CLE,NE,IND,KC,NYG,CAR,HOU,PHI,JAX,BAL,NYJ,WAS,LA
0.22721282116767288,0.16357315047142562,0.1332764560997947,0.12883517340973363,0.07630422601893709,0.07077434693440143,0.054874696606546605,0.05473447055844503,0.05081838379865884,0.044524714613412286,0.044500143415147464,0.03732181661106254,0.026073747871088904,0.022303202065883553,0.011230089945102044,0.008172417078889875,0.005097876637537194,-0.0021543550863673856,-0.015227001109893772,-0.01791241643730298,-0.019732983853338125,-0.03438598830718449,-0.03863295703672344,-0.0556262057068805,-0.07173268550116056,-0.08054414004590665,-0.13967851620230454,-0.14411709890262533,-0.15615741816028833,-0.17878339749957878,-0.2176497630002889,-0.23776488651844246
