SF,MIA,DAL,PHI,JAX,BUF,TB,CIN,GB,DET,BAL,KC,TEN,HOU,LAC,DEN,LA,SEA,MIN,IND,NO,ATL,WAS,LV,ARI,PIT,CLE,CHI,CAR,NYJ,NYG,NE
0.2707873015398664,0.15378220663369202,0.14594448503813828,0.13988812302877518,0.10758573742878906,0.10497730568449984,0.08377799244999565,0.08328847532963937,0.08100561588757274,0.08003673787341167,0.0751883471425615,0.06899256066750512,0.05292999668180235,0.05052184967032154,0.04960570056248757,0.0392215328903123,0.03221945158561676,0.029990374685675482,0.028238613516791352,0.011535550099554877,-0.014515537581119765,-0.03984373996999007,-0.047540264131440135,-0.04813005669992079,-0.05880638712601881,-0.07462096993024833,-0.08408146414871372,-0.09272235536974324,-0.11128287984272406,-0.13290096256140185,-0.13637399745967538,-0.15893437427895546
