CLE,SF,BAL,NO,NYJ,DAL,KC,LV,BUF,JAX,MIN,PHI,NYG,IND,PIT,CIN,MIA,CAR,TB,LA,CHI,GB,DEN,DET,SEA,ATL,LAC,HOU,NE,ARI,TEN,WAS
0.11451952487954836,0.09899665749674695,0.09062299501122598,0.07355645339538967,0.06514779826399938,0.05044310722934717,0.03758690471561944,0.030898677762482223,0.028700929040775335,0.021658590120326747,-0.000703877975345886,-0.008660654207485685,-0.02104589907495274,-0.02297224453015511,-0.02486780658046859,-0.027674855023572933,-0.033513795994283016,-0.03470177325024009,-0.03860518230148938,-0.04336619370903047,-0.04910280002960174,-0.05583006702692966,-0.058547859680519884,-0.06498604274309584,-0.06763628202704224,-0.06915870759247034,-0.07382647765811665,-0.08152249226661287,-0.0897980700626188,-0.09554591397494494,-0.12673677130847302,-0.17277508805794142
