BUF,BAL,CHI,LA,MIA,ARI,PHI,SF,DET,KC,DAL,WAS,CAR,DEN,CIN,IND,TEN,SEA,NO,GB,CLE,MIN,NE,PIT,ATL,LAC,HOU,TB,JAX,NYG,LV,NYJ
0.21859423685645818,0.15654610507293307,0.15182205398927676,0.15140441258002843,0.1380411601002539,0.136642544813019,0.12536953090887293,0.12448969938624918,0.10381584402982645,0.10255913928080562,0.098182556745359,0.09227999422824923,0.09141724285540653,0.083484087722142,0.06421554388809658,0.05136184645171621,0.048247745978060086,0.04702350768092812,0.038465296876875235,0.029525216114733827,0.02646661611256386,0.022620030871850647,0.019597360919065665,0.01929439195468223,0.007494619202766728,0.0009986793576830244,-0.010721728246583004,-0.01369606142278526,-0.022686251300071653,-0.047516257405119444,-0.0579165197035596,-0.09019706044193618
