BUF,NE,KC,LA,DAL,ARI,TB,IND,GB,CIN,TEN,SF,NO,PHI,LAC,DEN,BAL,MIN,SEA,CLE,PIT,CAR,WAS,LV,CHI,MIA,NYG,ATL,DET,HOU,NYJ,JAX
0.15962125009533357,0.15141269644275618,0.1134641252599734,0.11278934314665316,0.10419492629235554,0.09991791653054555,0.09681410992414133,0.09151916922871131,0.08682563638508234,0.058909716790133015,0.041098363434954155,0.03111585592634928,0.023934081616378597,0.0183496780769477,0.017093868940489365,0.008986852241295529,0.007363393165831636,0.006210000547164874,-0.0016596048660809486,-0.030108893964556446,-0.03502641543613585,-0.054442028638553006,-0.05570551082399541,-0.0688117796279682,-0.08118498915752347,-0.0834639973675152,-0.09203260937661793,-0.12073463024440771,-0.13621189451300453,-0.14857305702921297,-0.15786113499682505,-0.19476362323649285
