KC,GB,LA,TB,NE,BUF,LAC,DAL,ARI,SF,CIN,MIN,BAL,IND,DEN,LV,WAS,SEA,TEN,PHI,ATL,NYJ,MIA,DET,CLE,PIT,NO,NYG,CHI,JAX,HOU,CAR
0.14223479871865322,0.11679990228192266,0.11186074674226865,0.10378019736538237,0.0740012349051047,0.07185309011848094,0.06759998127690042,0.06488454920718251,0.06310855811582106,0.0607724817864311,0.057396682350457785,0.028382643602002454,0.023204933214821047,0.021581734137773256,0.016258130246371724,-0.0023642570184984266,-0.007827298785098608,-0.01136502714654969,-0.012785727343051695,-0.020347150402063367,-0.020976295583342956,-0.05463558214747744,-0.055020656904875564,-0.06678140669113677,-0.06929805914005095,-0.07656159265852144,-0.0799375662112256,-0.11356648086892879,-0.11535748441177526,-0.11808536558596519,-0.12055096801521345,-0.15653809188060622
