IND,BUF,PHI,CLE,KC,SEA,GB,TB,NE,TEN,NYJ,BAL,CAR,SF,ARI,WAS,LAC,JAX,PIT,CHI,NYG,DAL,LA,DEN,NO,DET,MIN,CIN,LV,MIA,ATL,HOU
0.17733892833903298,0.14699112982622914,0.13832616992648855,0.1065348351915589,0.10509112561505232,0.10152055018094808,0.0888716543636621,0.08842332512056521,0.07796586345686715,0.07679116077045174,0.06822774015075399,0.0651979194256018,0.06108101160263349,0.05807203986176085,0.04696268110406407,0.04017124784847314,0.029632099718055898,0.024920160797861676,0.021127418770934398,0.013964742600090993,0.005305822581772493,-0.0031980515954920935,-0.010084953100964855,-0.017771853554140085,-0.01824532721287961,-0.026476728771378424,-0.028268216923483823,-0.03564064566814267,-0.05938848279505987,-0.07053438848889443,-0.08895562267044108,-0.09461305164380912
