CHI,IND,DAL,PIT,JAX,DEN,PHI,NYG,BAL,WAS,CLE,MIN,CAR,TB,SEA,LA,BUF,ATL,NYJ,DET,NE,NO,ARI,KC,CIN,GB,MIA,LAC,TEN,HOU,SF,LV
0.15900581628779575,0.1159495340762507,0.10279518342653504,0.09896665587088355,0.09756191404590925,0.09539936551854099,0.0833584286100865,0.0791308877043598,0.0787978452124406,0.07124461989909373,0.07099277449347756,0.07082186874935263,0.0646068491861571,0.052970273583536426,0.05225315871423553,0.04694313548555278,0.04643816491865425,0.04579760532514443,0.032637090845069966,0.0244171916185546,0.006020599947829927,0.00564294947049597,0.002362786482561996,-0.002122903143400176,-0.008390614213692901,-0.009312072604616743,-0.032860448328179484,-0.03569542078975438,-0.03636571617847248,-0.05346876123894276,-0.0733868820883498,-0.07913728836439307
