IND,PIT,CAR,CIN,LAC,NE,SEA,KC,DAL,NYG,WAS,MIA,DEN,ARI,BUF,JAX,LV,GB,ATL,LA,TB,NYJ,MIN,CLE,BAL,TEN,HOU,DET,CHI,NO,PHI,SF
0.13742323628553543,0.10379199108233064,0.09781730994581991,0.09115706684671113,0.08010769962010869,0.06723129649349524,0.06573363438923027,0.04049253649963777,0.009222927555582391,0.007649075043400608,0.00596390280753227,0.0032186707528647704,-0.001412632234731162,-0.0287696333504874,-0.036217608843122744,-0.04592876827958398,-0.04806443554516544,-0.05404701993351051,-0.056151213368734604,-0.0706703278796205,-0.08404364136088194,-0.09052214830172725,-0.09370314530501861,-0.09730019250318853,-0.10106529575121143,-0.10172880637566929,-0.10247452978617234,-0.1196381893372438,-0.1323394626775245,-0.13303790194791293,-0.143810674844576,-0.19409825092946287
