LAC,IND,CIN,SEA,PIT,KC,DEN,CAR,NE,NYG,MIA,ATL,WAS,DAL,LV,JAX,GB,BUF,ARI,HOU,TB,LA,NYJ,MIN,DET,TEN,CLE,BAL,CHI,NO,PHI,SF
0.13384519340959222,0.12131487482838146,0.11344861594703382,0.10980532819035138,0.08804635991405847,0.085568623336024,0.06986991117254915,0.06974426925151254,0.06405950843140687,0.05336266514478032,0.03314255552185517,0.031319903734179665,0.028632652623449266,0.00762466955134559,-0.004818334897769413,-0.012153119769430655,-0.01279360443507463,-0.02097659916938576,-0.030011928261930047,-0.033807729962221145,-0.0371703614624515,-0.04535533708651729,-0.04542223371044825,-0.04779822676011154,-0.057049576643987555,-0.06370429603288628,-0.06395838910196464,-0.06780183295985093,-0.07027735297694729,-0.08181516412220656,-0.08462368536270655,-0.11483716542608334
