TB,KC,BAL,CAR,PHI,CHI,SEA,MIA,DEN,TEN,MIN,WAS,GB,NYG,LAC,SF,LV,NE,PIT,ARI,JAX,IND,NO,DAL,DET,CLE,NYJ,CIN,ATL,BUF,LA,HOU
0.021389405597636912,0.008499636877657896,0.007182773661102065,0.005020494577945178,-0.003522730938891591,-0.01961906674889244,-0.024354334717606868,-0.03529566617914198,-0.03653224374635125,-0.0373143213701964,-0.041068765674684024,-0.043064260139448765,-0.04794348272262891,-0.05141978763753996,-0.05274290017504575,-0.05650631250146901,-0.06154168367366888,-0.0652850803243682,-0.06560009485382479,-0.07113880237291534,-0.08839031262972617,-0.09475445355837983,-0.09953157066055675,-0.11520129775925424,-0.11880730947931967,-0.12088523716635186,-0.14107717907178433,-0.1425052021792325,-0.17826646650360237,-0.18314241895028704,-0.19509509127254543,-0.21068717488658315
