IND,PIT,SEA,CAR,DEN,NYG,LAC,KC,WAS,CIN,NE,DAL,CHI,JAX,TB,MIA,ATL,MIN,BAL,GB,PHI,BUF,ARI,CLE,NYJ,LV,DET,LA,TEN,NO,HOU,SF
0.1644591197053888,0.13105806707839457,0.1289386744073079,0.11227749467697608,0.11166379379154916,0.087115661271623,0.08261359678915878,0.07932685427131675,0.06176562872659508,0.05546306163360492,0.04444503301474527,0.036828057622894525,0.025671336297908076,0.024364867307233466,0.00672382188949993,-0.00031691379825716376,-0.0008516973548823095,-0.01641460950114608,-0.016422363458829047,-0.02812039280912055,-0.02831938397938713,-0.053144696716113216,-0.05579909811485833,-0.05892306721363691,-0.06950263505405022,-0.07059734367287217,-0.07894357607283706,-0.0794240839848581,-0.09720891490774594,-0.10765634886045125,-0.13501938300829847,-0.17878683497931763
