IND,LA,LV,SF,NYG,MIN,GB,NE,JAX,TEN,DEN,KC,WAS,NO,PHI,SEA,TB,NYJ,BAL,PIT,ARI,DAL,BUF,MIA,CAR,LAC,ATL,CLE,CHI,DET,CIN
0.13217793822589524,0.11543842699788905,0.09448654184734595,0.06605133765063911,0.06049915279990704,0.057896426900330006,0.044961879683168116,0.03783695354899644,0.02284605333928867,0.01749920871287365,0.015755749730257673,0.013904408831292889,0.0020580752296115376,-0.0016578595881575342,-0.01572915852277192,-0.03198539321460445,-0.034094443517906366,-0.03533592273525576,-0.04053221916050022,-0.04414444541749522,-0.048795300982308686,-0.0562085971933847,-0.07107498161966039,-0.07395202168896603,-0.08025884755336275,-0.09130607406875771,-0.10639068753263864,-0.11153473481043333,-0.11988404505519952,-0.14695016795483384,-0.1788341926180929
