QB Name,GP,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
M.Stafford,1,49.52302024899997,1.3032373749736834,0.5105466005051543
T.Tagovailoa,1,22.818365994847664,0.5070747998855036,0.2749200722270803
J.Love,1,20.463809999995075,0.7308503571426812,0.26235653846147533
J.Garoppolo,1,14.501531986674673,0.5577512302567181,0.21016713024166192
R.Wilson,1,14.376244143897972,0.399340115108277,0.18916110715655227
B.Purdy,1,13.05948532845739,0.40810891651429343,0.15547006343401654
D.Prescott,1,7.543472540044467,0.31431135583518616,0.10776389342920667
J.Goff,1,6.631224040111574,0.18420066778087707,0.07710725628036715
J.Herbert,1,5.787880039937486,0.16077444555381903,0.05906000040752536
D.Carr,1,4.672649945916576,0.12628783637612367,0.0569835359258119
B.Mayfield,1,3.19959173558531,0.09141690673100886,0.03764225571276835
J.Allen,1,3.0552226045695017,0.06641788270803264,0.036371697673446446
Z.Wilson,1,1.8907434892655672,0.08220623866372032,0.02740207955457344
D.Watson,1,1.7628651239640005,0.05342015527163638,0.02003255822686364
P.Mahomes,1,1.39186188665489,0.03568876632448436,0.017618504894365696
K.Cousins,1,0.6100057013451012,0.0132609935075022,0.007721591156267104
A.Richardson,1,0.5444453355989342,0.013279154526803272,0.00625799236320614
L.Jackson,1,0.31028585468977066,0.011934071334221948,0.003927669046705958
M.Jones,1,-1.0066324338676316,-0.017660218138028625,-0.010485754519454495
D.Ridder,1,-1.6746484450897787,-0.07612038386771722,-0.02499475291178774
J.Hurts,1,-2.561189456287987,-0.07114415156355519,-0.031619622917135645
C.Stroud,1,-5.562077364489392,-0.1135117829487631,-0.06112172928010321
S.Howell,1,-5.97659704240699,-0.16152964979478351,-0.06869651772881598
J.Fields,1,-6.906965735487442,-0.16445156513065337,-0.07760635657851059
B.Young,1,-7.454273561507063,-0.18635683903767658,-0.0819150940824952
T.Lawrence,1,-7.682341436954072,-0.2259512187339433,-0.09145644567802466
G.Smith,1,-6.917086248772041,-0.24703879459900144,-0.10480433710260667
R.Tannehill,1,-9.211329633445501,-0.24895485495798653,-0.11514162041806877
J.Dobbs,1,-13.037006470099296,-0.3950608021242211,-0.171539558817096
J.Burrow,1,-14.471924930062997,-0.4385431796988787,-0.19042006486924995
D.Jones,1,-21.143485253698003,-0.6040995786770859,-0.2517081577821191
K.Pickett,1,-45.0371088154603,-0.8830805650090255,-0.5700899850058266
