QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
K.Warner,89.13876608341391,0.12918661751219407,0.0622912411484374
R. Gannon,86.31524136499146,0.1219141827189145,0.0583605418289327
T.Dilfer,16.368555373921826,0.11288658878566776,0.03417234942363638
J.Garcia,46.5715225926544,0.07209214023630711,0.0336013871519873
S.McNair,37.15893583475593,0.06743908499955704,0.029870527198356856
J.Fiedler,23.144459127739772,0.03969890073368743,0.018109905420766646
K.Stewart,24.686774408676477,0.03763227806200683,0.016468828825000986
J.Plummer,0.7455836055103768,0.0012615627842815175,0.0006027353318596417
D.Flutie,-5.9675458795809675,-0.009929360864527401,-0.004576338864709331
D.McNabb,-10.269656506944962,-0.0140104454392155,-0.007211837434652361
B.Favre,-13.14961660332672,-0.02004514726116878,-0.009453354855015614
C.Chandler,-11.14486659498417,-0.0257983023032041,-0.00980199348723322
P.Manning,-15.743964547153357,-0.02551696036815779,-0.011846474452335108
K.Collins,-3.543520256858102,-0.024438070736952425,-0.01352488647655764
A.Van Pelt,-14.322637298070308,-0.04175696005268312,-0.01433697427234265
D.Culpepper,-16.362984078850054,-0.034232184265376685,-0.018808027676839142
R.Cunningham,-9.890665187532498,-0.08041191209376015,-0.02258142736879566
M.Brunell,-27.1039199523431,-0.047467460511984416,-0.02294997455744547
T.Brady,-36.67438485934163,-0.06445410344348265,-0.026327627321853286
B.Johnson,-37.87443245142432,-0.05537197726816421,-0.027014573788462424
A.Brooks,-46.39513692733671,-0.06704499555973513,-0.03480505395899228
T. Green,-45.58642320058911,-0.07485455369554862,-0.035066479385068544
B.Griese,-48.180097475089234,-0.08840384857814539,-0.038421130362910075
M.Hasselbeck,-42.12603298454615,-0.10557903003645652,-0.04138117189051685
V.Testaverde,-55.06310330697404,-0.10311442566849072,-0.043425160336730315
M.McMahon,-27.76986921122849,-0.16628664198340412,-0.05012611770979872
Q.Carter,-33.90470827292676,-0.14551376941170283,-0.055399850119161376
M.Vick,-33.98310552338002,-0.20595821529321223,-0.05607773188676571
C.Batch,-47.967000080710406,-0.12267774956703428,-0.05730824382402677
T.Banks,-68.26406140048184,-0.15169791422329296,-0.057413003700993975
K. Collins,-61.29501473080277,-0.12308235889719432,-0.057825485595096954
R.Johnson,-39.74191566960442,-0.13944531813896285,-0.06012392688291137
J. Miller,-73.54504402060152,-0.1667688073029513,-0.06296664727791226
J.Kitna,-93.53136862165096,-0.1472934938923637,-0.06918000637696077
E.Grbac,-103.85051842622615,-0.17874443791088837,-0.07569279768675374
T.Couch,-100.0138155461071,-0.18418750560977365,-0.08131204515943666
S. Matthews,-37.329991753209605,-0.2362657705899342,-0.08661250986823574
C.Weinke,-143.19337986985013,-0.2359034264742177,-0.11863577454005811
T.Detmer,-60.331348604793746,-0.3467318885332974,-0.18009357792475744
S.Wynn,-54.52655927335849,-0.47005654545998693,-0.2281445994701192
