BUF,ARI,NO,CAR,DAL,PIT,MIN,TB,NE,CIN,TEN,BAL,SEA,LAC,PHI,LA,DEN,CHI,IND,NYG,SF,LV,GB,HOU,CLE,WAS,NYJ,MIA,DET,JAX,KC,ATL
0.15184663552342434,0.13775883210563905,0.12315813329903215,0.09405282850516233,0.05351622699376867,0.045635058483762085,0.04056906619933703,0.0382004042976759,0.033215388731470216,0.029729958790675408,0.024896134189171904,0.02124438273958383,0.02075062764693949,0.017201273080596657,0.009578066960218639,0.008110361488649076,0.002685392424214789,0.0022369683167892396,-0.007928337734550006,-0.008563710228465346,-0.01591411732437621,-0.017740946748969796,-0.02345366360095307,-0.023853476727498858,-0.04132316633337321,-0.04528937480294505,-0.05828698138427485,-0.07113937197718717,-0.0827817087922499,-0.08615948186070352,-0.08643844955772574,-0.11734295693274477
