ARI,DAL,BUF,TB,NO,LA,GB,TEN,BAL,MIN,SEA,NE,PIT,CIN,PHI,LAC,IND,SF,CLE,CAR,DEN,KC,NYG,LV,WAS,MIA,CHI,HOU,NYJ,JAX,DET,ATL
0.18010015237427957,0.15361010651025953,0.15136782963994705,0.12150113092733356,0.11508123375838056,0.10895510897704026,0.05917346296181245,0.05878303042330406,0.048966973967729185,0.04209907925995711,0.03623806969468946,0.027533467488373365,0.026065445838805074,0.015211850053293757,0.012721107849517028,0.01050298265026829,0.002598335161254397,0.0010238697750271503,-0.0027313067145154427,-0.006766602655356391,-0.012639297675422382,-0.012717130413680403,-0.029754944193476036,-0.04299758815093674,-0.08667947676531239,-0.11490345496489568,-0.11550453202652713,-0.12182567614639686,-0.1505816382266599,-0.15799560250069117,-0.1673489726850328,-0.17841454209049784
