LA,DAL,TB,GB,KC,ARI,CLE,TEN,BAL,SF,SEA,IND,PHI,MIN,BUF,NE,LAC,NO,CIN,DEN,PIT,NYG,LV,WAS,MIA,ATL,JAX,DET,NYJ,HOU,CAR,CHI
0.10084474748839119,0.10009387951649086,0.08330072662965766,0.08262712656276552,0.07372131914404534,0.042341320268640514,0.03859185961885777,0.03388689623413216,0.027722591228145355,0.01693798709940336,0.015487442047749975,0.010526672895804404,0.00314304088929839,0.0015300130606200838,-0.000478805883477304,-0.005681921243096851,-0.0066982904303283675,-0.008076899540651584,-0.01451810873738165,-0.015324690099637172,-0.01956961264495701,-0.02119123396501069,-0.025256641401966942,-0.04139010196236734,-0.04376408298770851,-0.06107158515775307,-0.07183612063998766,-0.08456726389278288,-0.09229465684238505,-0.097972199418898,-0.10081943116051872,-0.11774150034331637
