QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
B.Griese,174.86958279164617,0.23130897194662192,0.1945156649517755
J.Garcia,233.83953455216368,0.1809903518205601,0.17863982777094245
K.Warner,168.9771272268546,0.19694303872593777,0.17601784086130687
P.Manning,237.77098150616962,0.1812278822455561,0.1716757989214221
R.Gannon,172.8365246070643,0.13782816954311347,0.11830015373515694
D.Culpepper,161.84601491009442,0.12242512474288535,0.11719479718326896
T.Green,74.59338736535642,0.13272844726931748,0.10873671627602977
K.Collins,141.79473158459956,0.10758325613399056,0.09567795653481752
E.Grbac,80.0150176607911,0.07031196631000976,0.07189130068354996
J.George,32.31392662361147,0.07657328583794187,0.06424239885409835
R.Cunningham,27.87480860366874,0.08934233526816904,0.061128966236115655
A.Brooks,47.90468783721082,0.06942708382204467,0.05669193826888855
D.Flutie,35.44780233467418,0.06588810842876242,0.04005401393748495
M.Brunell,35.10544034914798,0.02868091531793136,0.025831817769792483
K.Stewart,29.37322048158438,0.03765797497639023,0.024416642129330323
J.Fiedler,11.373925944329793,0.01177425045996873,0.009209656635084853
T.Couch,-1.025341694657289,-0.002181578073738913,-0.0020384526732749285
D.McNabb,-7.2061099738989505,-0.004543575015068695,-0.004952652903023333
G.Frerotte,-13.658308684387297,-0.022993785663951678,-0.01604971643288754
J.Blake,-16.39567184495059,-0.021978112392695162,-0.01833967767891565
B.Johnson,-18.591146774563367,-0.023123316883785282,-0.01926543707208639
S.McNair,-27.343553457889463,-0.02555472285784062,-0.019643357369173466
B.Favre,-31.897050644894755,-0.025036931432413465,-0.023857180736645292
S.King,-31.46514766264968,-0.02794418087269066,-0.02435382946025517
J.Kitna,-34.037826605232574,-0.034451241503271834,-0.029117045855630946
S.Beuerlein,-50.85073935252324,-0.040811187281318814,-0.040293771277752174
J.Harbaugh,-31.3951731376561,-0.06884906389836865,-0.05375885811242483
T.Dilfer,-55.13232592717737,-0.0825334220466727,-0.05725059805522053
R.Johnson,-58.16704864599005,-0.08169529304212085,-0.05923324709367622
D.Bledsoe,-88.54928953610634,-0.07152608201624099,-0.06622983510553952
T.Banks,-75.22617672523975,-0.11940662972260278,-0.07023919395447223
V.Testaverde,-98.39762538684776,-0.07935292369907078,-0.0729952710584924
T.Aikman,-78.34212598806164,-0.13841365015558593,-0.09271257513380075
S.Mitchell,-74.15065722104369,-0.17654918385962784,-0.1194052451224536
K.Graham,-82.20446053883433,-0.24320846313264594,-0.12178438598345825
J.Plummer,-130.96568552664695,-0.12308805030699901,-0.12520620031228197
C.Batch,-181.56143862337498,-0.1856456427641871,-0.14857728201585513
C.McNown,-119.25328128272304,-0.16891399615116579,-0.15367690886948845
C.Chandler,-171.53533124856693,-0.2216218749981485,-0.161217416586999
D.Pederson,-117.44564521103021,-0.24165770619553542,-0.1670635067013232
S.Matthews,-79.22535148003911,-0.2073962080629296,-0.1707442919828429
D.Kanell,-82.28381578518592,-0.33448705603734114,-0.19591384710758553
A.Smith,-263.0555201467779,-0.30097885600317836,-0.21386627654209586
R.Leaf,-198.01045025044425,-0.2719923767176432,-0.24720405774087922
