NE,DAL,GB,PIT,NO,BAL,DEN,SEA,KC,IND,ATL,PHI,LAC,MIA,CIN,NYG,SF,MIN,WAS,CAR,HOU,CHI,ARI,BUF,DET,NYJ,CLE,LA,TEN,TB,JAX,LV
0.13722758152758557,0.1326423997174752,0.13124699749764235,0.12289685134995819,0.11726916644818139,0.09746316775674752,0.09505706610609814,0.08998511358898226,0.07736838189430162,0.06464593462768493,0.0423712488774069,0.039235108736171385,0.026036564661383783,0.01849204584489871,0.013960742536677492,0.012970450694148532,0.007026892896512461,0.002122890157716141,-0.004618084247226664,-0.0047294799187213785,-0.010720804552193382,-0.015030870756881878,-0.019727948347489692,-0.020058892050372125,-0.02559874778148718,-0.03393215852587622,-0.03718735864649358,-0.05759602046709302,-0.06025448555797563,-0.08555472530969734,-0.09533712454509859,-0.09552660138559652
