NE,SEA,GB,BAL,DAL,DEN,PHI,IND,BUF,KC,PIT,DET,HOU,ARI,CIN,NO,MIA,NYG,CAR,SF,LA,LAC,MIN,ATL,CLE,CHI,NYJ,WAS,TB,JAX,LV,TEN
0.15622843457972496,0.12884793026423047,0.12357163255723452,0.09083595006250869,0.08916593248009803,0.08214433037828511,0.07543281154804357,0.07376938205924717,0.06242006625374814,0.053835226008186354,0.034351012748780566,0.029006006100485572,0.028785929158236148,0.020302055797653963,0.013326799553293245,0.006617601970940079,-0.0016148396669729004,-0.00571473675333203,-0.013563323723509723,-0.02194734231875069,-0.023638924732244986,-0.026148338951607227,-0.027555764867912738,-0.03289975263773785,-0.036097559363414786,-0.09053702859968059,-0.09137070256687051,-0.1025518545520552,-0.12120797349177792,-0.1311565195416839,-0.1346735973760846,-0.16438665231894842
