SEA,KC,MIN,CHI,NO,DAL,CIN,NE,GB,CAR,DEN,PIT,NYJ,WAS,MIA,TEN,HOU,JAX,BAL,SF,PHI,NYG,LAC,CLE,ATL,ARI,LA,TB,DET,BUF,IND,LV
0.23114820209448778,0.17819012155507427,0.15733201643285274,0.154630103119485,0.15115713814586051,0.1494197264995638,0.14768281969739103,0.134611252995608,0.11799734666068519,0.1039891123555183,0.10089743271156613,0.09814169469912226,0.09115495425615369,0.09008870376523176,0.08992672998918007,0.08565026396098867,0.08131370129600732,0.08059571075029703,0.07654115998986562,0.07092848012905612,0.06476918313520953,0.05243711469488653,0.05181305074739473,0.03957579885661412,0.03687321813604828,0.036009603865645196,0.034681604395983584,0.022063712547984504,0.018460795112378345,0.018337328268978575,0.007897875017334771,-0.04675257649504683
