DET,BAL,SEA,LA,TB,PHI,WAS,DEN,ARI,LAC,HOU,NYJ,BUF,LV,MIA,PIT,NE,IND,CAR,CHI,SF,JAX,GB,NYG,DAL,KC,MIN,ATL,TEN,CLE,CIN,NO
0.11658291023856077,0.01147209389358858,-0.0019194584480945742,-0.015122935869290671,-0.020677625904578723,-0.039873133271881744,-0.057540108325873765,-0.05916244600831819,-0.060471215801901415,-0.060499963153275535,-0.0662414713678297,-0.06766317018562597,-0.0738610969332673,-0.07613254607570054,-0.09120167835934428,-0.0916301203262574,-0.09649274964165346,-0.09757098981163695,-0.09817540468211622,-0.10367937351758438,-0.10381833164597007,-0.10527471749828639,-0.10570863328503784,-0.10957929512511654,-0.11797251634536166,-0.13902932190347309,-0.14140887184338946,-0.1425778112304396,-0.14359389006636503,-0.15801600708814598,-0.16141328548848655,-0.20897571221048947
