GB,DAL,NE,PIT,BAL,NO,DEN,IND,ATL,KC,PHI,SEA,LAC,NYG,SF,MIA,BUF,CIN,ARI,HOU,DET,WAS,CAR,CLE,MIN,CHI,NYJ,LA,LV,TEN,TB,JAX
0.14496659834572087,0.14483725889216678,0.13589185049477337,0.12865065029477996,0.11266785774602224,0.09896290264749202,0.08906202617921252,0.08212774608742734,0.035979615239183846,0.03227037012347388,0.031017284230305406,0.017803350488383586,0.010998637311553948,-0.005750272600043415,-0.015858024468642557,-0.017291337566993477,-0.03902067214141842,-0.04771621311946199,-0.047866651458751075,-0.048810305963919665,-0.05022357169379506,-0.05046550949963773,-0.054277694540785945,-0.06826651273808143,-0.07141437289837109,-0.08782297470990622,-0.09145597448128448,-0.09838569955853305,-0.12602429433603313,-0.1261493137860274,-0.13527882344055348,-0.17220476799041257
