LA,KC,GB,TB,SF,NE,BUF,ARI,MIN,LAC,DAL,IND,DEN,CIN,BAL,LV,WAS,PHI,ATL,TEN,SEA,CLE,PIT,MIA,NO,NYG,NYJ,DET,JAX,CHI,HOU,CAR
0.13493193888960284,0.12531250357779186,0.11133522650122267,0.09013376577884981,0.07269938534599234,0.06738164790103567,0.05904276277632246,0.0548707640094529,0.05287149871955138,0.043140678360840984,0.04236791216187241,0.04157289269806716,0.04156292089940427,0.006442095805506164,0.005285284372830779,0.004711618886000423,0.0027334689687205684,-0.007566085302728457,-0.019426571495307042,-0.026751123090512828,-0.028913523839103825,-0.041503729627781656,-0.04454827572906665,-0.04950165490616916,-0.05537028756700173,-0.05703489109686756,-0.06398830367452168,-0.07670939199734306,-0.12157667491908407,-0.12808133916346465,-0.13389725693700352,-0.14450053653641354
