NE,BUF,TB,LA,KC,DAL,IND,ARI,GB,SF,NO,DEN,LAC,CIN,PHI,MIN,TEN,BAL,SEA,CLE,CAR,PIT,WAS,NYG,LV,MIA,CHI,DET,ATL,NYJ,HOU,JAX
0.15316343982680225,0.1505802690071132,0.10934767620466081,0.1081195383606894,0.09987660070059722,0.09718020419830431,0.08958294374609196,0.0803571569382302,0.07475604424644748,0.04954808011517205,0.0491199529256471,0.036512418531492244,0.0360595781797508,0.030357309336942313,0.021800456813372008,0.01412055666567608,0.013441055386179897,0.009092563954302867,-0.007095052807313169,-0.022162562852958007,-0.035279679686365605,-0.03842837951533115,-0.04220941340956605,-0.05705713218509474,-0.09094659679472836,-0.09750030152988716,-0.10244107264553917,-0.11495224429222346,-0.12528588303627103,-0.16657496033192076,-0.1758217609723215,-0.1859128880676199
