NE,DAL,BUF,NO,CIN,CAR,ARI,DEN,PIT,LAC,TB,LA,TEN,GB,KC,NYG,MIN,IND,SF,CLE,CHI,SEA,PHI,BAL,HOU,MIA,DET,WAS,ATL,LV,JAX,NYJ
0.15035825105910922,0.13245075316253022,0.0865370033710831,0.0831413458573659,0.06018432249870996,0.05847190954236267,0.05137102234470256,0.04741006315597392,0.0371478399303847,0.03496475085599942,0.024400524020625515,0.022686011185858897,0.022204162656531367,0.018584163568067257,0.018503917706882783,0.007142108649637557,0.0063522196456399435,0.004934613166322165,-0.001905803854718613,-0.010965666578059162,-0.012726554610599787,-0.019512115801849545,-0.04068930478075443,-0.04105158405070649,-0.045354097946238105,-0.0524905951839941,-0.06559853240137714,-0.07394561202284283,-0.10864667782927954,-0.12456566923263321,-0.1271761655492561,-0.1671781170122109
