NE,NO,BUF,DAL,CAR,CIN,ARI,LA,TB,DEN,TEN,IND,PIT,SEA,LAC,KC,MIN,SF,BAL,NYG,CHI,PHI,GB,CLE,MIA,HOU,WAS,DET,LV,ATL,JAX,NYJ
0.0938388918268809,0.08330794039978226,0.06861517370310499,0.06546702858995193,0.04064004821342363,0.037358400202941996,0.03154339855771111,0.024993458843112812,0.009031085645238704,0.006460421179833871,0.0011297374945570607,-0.0029325586950564864,-0.011076659965928534,-0.01379158970732738,-0.01485049290071396,-0.017453557638603165,-0.01967659258820498,-0.020475334363892345,-0.021233733005735635,-0.02268039770435744,-0.025162870126588504,-0.025322960850540383,-0.02709133621370126,-0.02936868425141609,-0.05093098144771904,-0.0523884876800297,-0.05314757020675671,-0.053787121936370384,-0.07914136688169095,-0.08515269678501045,-0.10568234965946158,-0.13539309731789964
