IND,PHI,BUF,TB,CLE,KC,TEN,GB,BAL,SEA,SF,LAC,CAR,NE,NYJ,ARI,WAS,CHI,JAX,NYG,DEN,NO,DAL,PIT,MIN,DET,CIN,LA,MIA,LV,ATL,HOU
0.18916727990501292,0.14609768211956847,0.13071136480056544,0.11058012473194523,0.10604807961254713,0.09140780869371051,0.08729096683441924,0.08698026551804491,0.08152999029245496,0.08021267302473117,0.0792773674959592,0.06933908407104017,0.0641452330529545,0.05128229736138863,0.05002129960153658,0.045324258103102276,0.030072170659618307,0.022127339643167883,0.015329124109915437,0.014270909791792172,0.012636405991746681,0.009821574469458208,0.009182372306899708,0.008469196903934849,-0.004775186109658255,-0.026668860356441046,-0.029338020696611435,-0.03279315368436814,-0.05212315018349062,-0.07666074227008793,-0.09269748253988222,-0.10659523483959935
