NE,IND,JAX,DAL,GB,PIT,MIN,LAC,NYG,PHI,SEA,WAS,HOU,TB,TEN,NO,CHI,CLE,CIN,DET,CAR,ARI,BAL,DEN,BUF,LV,NYJ,KC,SF,ATL,LA,MIA
0.2408387786738882,0.15169498233003667,0.1281801310860758,0.10531847796822495,0.10447029946615763,0.09702318459001819,0.08995894528627095,0.08770355815629875,0.05760539430768085,0.04927012344706018,0.046562183326251796,0.045109737522185916,0.016061624681128733,0.015448015802013423,0.013118885410499964,0.010071206223502271,0.0073005974025538226,-0.01987873310119999,-0.0329706053979804,-0.03536713235502684,-0.03660348195329866,-0.037737994629077176,-0.05165648017079719,-0.0660688981056569,-0.0792208818701054,-0.08392062101454065,-0.08626621569325,-0.09703810619489368,-0.11394668284308858,-0.13066441233715376,-0.13096352039725462,-0.16239030717372366
