NE,IND,DAL,JAX,GB,PIT,HOU,LAC,PHI,CLE,CIN,NYG,DEN,NO,SEA,TB,MIN,MIA,DET,WAS,TEN,ARI,NYJ,CAR,CHI,LV,BAL,BUF,ATL,KC,LA,SF
0.21687218239840453,0.13607751311876237,0.12476922585018846,0.11592937039911008,0.11556664871880482,0.09389536791544081,0.05027516148605031,0.04251899787542609,0.035975386851290175,0.03399736795588186,0.03353495866912817,0.03306328786018306,0.031190825098389455,0.030157422529116282,0.024230699014998396,0.005853789233349241,0.005365651697087689,0.0006647879050360669,-0.0011696846295351643,-0.0012629314378182904,-0.024005903428581124,-0.03051541829474754,-0.03207750609862846,-0.03496845482043642,-0.039242026140256125,-0.05272253072920615,-0.05874588824834784,-0.06031866806823276,-0.08282834442472482,-0.09631979401732829,-0.09944997671964864,-0.10628645249036728
