NE,IND,GB,DAL,PIT,JAX,LAC,HOU,SEA,WAS,CIN,CLE,NO,DEN,PHI,NYG,TEN,DET,TB,MIA,CHI,MIN,ARI,CAR,NYJ,LV,BAL,BUF,KC,ATL,LA,SF
0.2391222784047322,0.12531279996103278,0.1189621865281462,0.11188744145200183,0.09680696797679478,0.09125469581177233,0.037433938306382405,0.023972302182846683,0.015851317307569016,0.011441941267371879,0.004484492735558121,0.0005601504353863751,0.0005249747782385961,-0.008488117400206082,-0.03049702990501929,-0.03196260845633124,-0.03882878224847325,-0.04165596479205107,-0.04357225437875166,-0.06975025581694722,-0.06984718972679434,-0.07427151773336108,-0.08758313185821032,-0.08776590819169662,-0.09418095428847013,-0.11462035997154488,-0.11526801933746605,-0.11745879845348141,-0.13664683307246234,-0.14649202645020643,-0.15894106547126036,-0.1732438054300991
