GB,JAX,MIA,TEN,BAL,NYJ,DAL,NO,CAR,CIN,PHI,PIT,CHI,NYG,NE,CLE,SF,ARI,ATL,DET,BUF,DEN,IND,LV,TB,WAS,SEA,LAC,MIN,KC,HOU,LA
0.1735411307431162,0.16905155804668887,0.16795267656569962,0.1633602342206635,0.16301571514226945,0.13732620401669646,0.13422912505470244,0.12768026068374802,0.10291578113880939,0.10216072423780792,0.09832111316752168,0.09295967430894958,0.08660649895446641,0.07291414117524667,0.0690968679084609,0.06404712140099542,0.06401820417716546,0.05991220060667116,0.05805937470209307,0.05360951114015129,0.03787537466766494,0.034422722998980027,0.012130289734905791,0.011348921524887645,0.010171340642822643,0.00899712303071483,0.00805177432946752,0.007825758362044882,0.0010180335922298778,-0.001273885577849812,-0.022305357976505485,-0.040767580520497504
