LAC,NO,IND,MIN,GB,NE,NYG,MIA,DAL,PIT,BAL,ATL,HOU,PHI,TEN,JAX,ARI,CIN,CHI,CAR,NYJ,SF,DEN,WAS,SEA,KC,BUF,LV,CLE,TB,DET,LA
0.1512929546025414,0.1386548798123643,0.12168183740273919,0.10595060450476002,0.09481717336750237,0.07162490247527457,0.06059022697000892,0.057421690710848,0.054138620322007,0.04970347626915571,0.04596952620767082,0.04304415806284169,0.03407512217562902,0.03346923270877479,0.025259291376284777,0.014342184312760553,0.0130441737183277,-0.006437953140073623,-0.014385648831171285,-0.014695621987989564,-0.022828634326966756,-0.023775756999537753,-0.027360360034123864,-0.03228166885307891,-0.05970885330085954,-0.06515026908026211,-0.06723602507280499,-0.07509867887497917,-0.08134004384179916,-0.08945826523430578,-0.08952430371318262,-0.12941551509723065
