LAC,MIN,IND,NO,NE,HOU,NYG,GB,ATL,PIT,DAL,MIA,PHI,BAL,ARI,TEN,WAS,CIN,DEN,JAX,CHI,SF,CAR,SEA,KC,NYJ,LV,BUF,TB,CLE,DET,LA
0.2262112926904736,0.16907424724629688,0.15907707053265058,0.15047823301331842,0.07465845504413071,0.05862550494647126,0.058177287494115854,0.057515699297344056,0.03904355491791926,0.028114922095323486,0.01643882749440497,0.005057755357065229,-0.002054325202825169,-0.010409417201516481,-0.017711883857405485,-0.044631597111265325,-0.05372432675891656,-0.058501279615543925,-0.05868895568571581,-0.06163172106132643,-0.06480715642569473,-0.06823554494329881,-0.07676679331549374,-0.09621203562795275,-0.09750749247369347,-0.11483926986590409,-0.11681078372658069,-0.11946173550083584,-0.1365000950919539,-0.15620888734978955,-0.15658071944847765,-0.1705941628588767
