QB Name,Total Adj EPA,Adj EPA Per Touch,Adj EPA Per Play
A.Dalton,88.6041214067702,0.19136959267120995,0.08422445000643555
C.Newton,125.78440746733202,0.1711352482548735,0.08183761058382044
C.Palmer,111.71603242248082,0.16575078994433357,0.07388626482968308
R.Wilson,87.81466930223297,0.12095684476891594,0.05957575936379442
T.Brady,90.80130275859536,0.1122389403690919,0.058771069746663664
D.Brees,78.46647139559123,0.11471706344384683,0.058469799847683475
B.Roethlisberger,68.25270563812182,0.11375450939686971,0.05759721994778213
K.Cousins,69.78382195842633,0.10654018619607074,0.04952719798326922
R.Fitzpatrick,66.43155316349763,0.10363736842979349,0.04806914121816037
T.Taylor,48.452132325270384,0.09211432001001973,0.04187738316790872
B.Weeden,14.678936386386752,0.08842732762883586,0.03090302397134053
M.Ryan,35.44761714249094,0.051824001670308394,0.026141310577058215
J.Winston,33.43596558751304,0.05375557168410457,0.02495221312500973
E.Manning,27.388638941019334,0.041185923219577945,0.01966162163748696
A.Smith,26.202898516932077,0.03764784269674149,0.01834936870933619
P.Rivers,26.007127122216303,0.03592144630140373,0.01813607191228473
J.Cutler,6.661374097973948,0.011980888665420771,0.005282612290225177
M.Mariota,1.5406203213370269,0.003438884645841578,0.00157045904315701
J.McCown,-0.21941047089961696,-0.0006396806731767258,-0.00030097458285269815
C.Keenum,-0.7514199110064492,-0.005329219226996093,-0.001982638287615961
A.Rodgers,-6.406713582178835,-0.0082667272028114,-0.004080709288011996
M.Stafford,-7.273239514266245,-0.010664574067839069,-0.005439969718972509
T.Bridgewater,-9.542519780871153,-0.01682984088337064,-0.007174826902910642
B.Osweiler,-11.391063252768411,-0.03548617835753399,-0.016249733598813713
A.McCarron,-11.703601850122507,-0.06032784458826034,-0.018636308678539024
R.Tannehill,-27.32984574753327,-0.04097428148055963,-0.02115313138353968
B.Hoyer,-22.337800193921296,-0.04975011179047059,-0.021375885353034734
J.Flacco,-19.0157035123485,-0.04244576676863505,-0.02168267219195952
B.Bortles,-28.83603772024372,-0.0401057548264864,-0.021795946878491096
M.Hasselbeck,-15.68937965306112,-0.05447701268424,-0.023735823983451015
S.Bradford,-38.58892380355816,-0.06585140580811973,-0.030171167946488005
R.Mallett,-21.927331007722817,-0.08532035411565299,-0.032678585704504944
D.Carr,-45.26306103813979,-0.07061319974748798,-0.033728063366721156
J.Manziel,-25.75730442271005,-0.09232008753659517,-0.03632906124500712
A.Luck,-28.9264450759975,-0.08384476833622463,-0.046208378715650957
T.Romo,-16.508788197202477,-0.12602128394811052,-0.048698490257234446
C.Kaepernick,-36.86275374240918,-0.1148372390729258,-0.052511045217107095
B.Gabbert,-34.790562238516415,-0.1026270272522608,-0.05393885618374638
P.Manning,-66.03245556927003,-0.15249989738861439,-0.06603245556927002
M.Cassel,-45.19079423153168,-0.192301252049071,-0.07457226770879816
N.Foles,-111.80987219073074,-0.30218884375873173,-0.1306190095686107
Z.Mettenberger,-73.28084217843539,-0.3856886430443968,-0.13826573995931207
J.Clausen,-45.99215028358411,-0.32162342855653225,-0.14788472759994892
