PIT,KC,ARI,LV,ATL,SF,NYJ,BAL,MIN,JAX,NO,SEA,CIN,DET,MIA,NE,PHI,LAC,WAS,TB,TEN,DEN,CHI,GB,BUF,LA,IND,NYG,DAL,HOU,CLE,CAR
0.3096752018758781,0.23860166417643758,0.22711220284685446,0.21801354285176944,0.21394797577065577,0.19569083685521502,0.1761581881248413,0.11634999733600572,0.11203643349670504,0.10540788255673715,0.0325760314229434,0.03136671413587154,0.021974721132888658,0.013886998394022123,-0.0015233854895965102,-0.0069317985836532,-0.018607341459949456,-0.02714571680309964,-0.02958955570023662,-0.03787163014442017,-0.06583770800134921,-0.07208546793812136,-0.07920870626609221,-0.08749149845790279,-0.0899651665444973,-0.15587711224107556,-0.16021043891468,-0.20090466354404912,-0.2483617341376157,-0.26296060670863086,-0.2712953721088879,-0.35825855741894513
