CHI,KC,SF,BAL,IND,HOU,TEN,PHI,DAL,CAR,CLE,WAS,ARI,NYG,DET,CIN,JAX,MIN,NYJ,SEA,NO,TB,ATL,NE,DEN,BUF,LA,LV,MIA,PIT,LAC,GB
0.37772959056877464,0.2247248499755331,0.2205165465323567,0.17997112911763238,0.12237417112919487,0.11043183954643605,0.10990634283059207,0.09393831478897478,0.060774440615205,0.05513089502082073,0.036626238854792215,0.005223323623488131,-0.017525258800513033,-0.018417726594142567,-0.021430521453801362,-0.024302996808223024,-0.03433074244514099,-0.04926707011883753,-0.05728307035726383,-0.05841358235127036,-0.06624949644319765,-0.07668222422071314,-0.08170253260203392,-0.08786257971716567,-0.0957244580692415,-0.12445690815331455,-0.13075581074146334,-0.1344603538101014,-0.14247820392168262,-0.2847325085202188,-0.32544013614200856,-0.42903211102626915
