MIN,PHI,CAR,DAL,IND,GB,TEN,KC,CHI,LAC,BUF,LV,SEA,WAS,SF,NO,NE,CLE,ATL,NYJ,HOU,TB,DEN,CIN,ARI,MIA,LA,DET,PIT,JAX,BAL,NYG
0.15621340673505874,0.15175899010468216,0.1305384172822413,0.128006502192678,0.12773661546971388,0.11574994904709222,0.11182740612342384,0.10162164877179122,0.10136253694546897,0.0963317167986117,0.08937054389478104,0.08562223858318192,0.08304168616525469,0.07864438442898954,0.07816043669931061,0.07731198162230216,0.07275852145752677,0.07110733461857063,0.0632428093254078,0.05997411243054749,0.05396475793833701,0.04694194456258921,0.03836291094549746,0.032187955520365685,0.021130713701224685,0.012902650386473091,-0.002034532901259989,-0.016434386585702496,-0.0267483149812813,-0.04449500620920785,-0.0915255357020929,-0.10382724517091751
